Mod:Item:MetaData, Localized Name
aquaculture:neptunium_hoe, Enxada de Neptunium
aquaculture:neptunium_sword, Espada de Neptunium
aquaculture:neptunium_helmet, Elmo de Neptunium
aquaculture:neptunium_chestplate, Neptunium Chestplate
aquaculture:neptunium_leggings, Calça de Neptunium
aquaculture:neptunium_boots, Botas de Neptunium
aquaculture:fish:0, Dourado
aquaculture:fish:1, Perca
aquaculture:fish:2, Peixe-Jacaré
aquaculture:fish:3, Robalo
aquaculture:fish:4, Lúcio-Almiscarado
aquaculture:fish:5, Truta
aquaculture:fish:6, Peixe-Gato
aquaculture:fish:7, Carpa
aquaculture:fish:8, Baiacu
aquaculture:fish:9, Garoupa
aquaculture:fish:10, Salmão
aquaculture:fish:11, Atum
aquaculture:fish:12, Peixe-Espada
aquaculture:fish:13, Tubarão
aquaculture:fish:14, Baleia
aquaculture:fish:15, Lula
aquaculture:fish:16, Água-Viva
aquaculture:fish:17, Rã
aquaculture:fish:18, Tartaruga
aquaculture:fish:19, Sanguessuga
aquaculture:fish:20, Piranha
aquaculture:fish:21, Poraquê
aquaculture:fish:22, Tambaqui
aquaculture:fish:23, Pirarucu
aquaculture:fish:24, Bacalhau
aquaculture:fish:25, Escamudo
aquaculture:fish:26, Arenque
aquaculture:fish:27, Linguado
aquaculture:fish:28, Salmão Rosa
aquaculture:fish:29, Truta Arco-Íris
aquaculture:fish:30, Molinésia
aquaculture:fish:31, Bodião
aquaculture:fish:32, Tilápia
aquaculture:fish:33, Bagre
aquaculture:fish:34, Synodontis
aquaculture:fish:35, Shrooma-Vermelho
aquaculture:fish:36, Shrooma-Marrom
aquaculture:fish:37, Peixinho Dourado
aquaculture:fish:38, Espinhas de Peixe
carryon:tile_item, item.tile_item.name
carryon:entity_item, item.entity_item.name
thermalfoundation:ore:0, Minério de Cobre
thermalfoundation:ore:1, Minério de Estanho
thermalfoundation:ore:2, Minério de Prata
thermalfoundation:ore:3, Minério de Chumbo
thermalfoundation:ore:4, Minério de Alumínio
thermalfoundation:ore:5, Minério de Níquel
thermalfoundation:ore:6, Minério de Platina
thermalfoundation:ore:7, Minério de Irídio
thermalfoundation:ore:8, Minério de Mithril
thermalfoundation:ore_fluid:0, Areia Oleosa
thermalfoundation:ore_fluid:1, Xisto Oleoso
thermalfoundation:ore_fluid:2, Minério de Redstone Desestabilizada
thermalfoundation:ore_fluid:3, Rocha do Nether Energizada
thermalfoundation:ore_fluid:4, Pedra Resonante do End
thermalfoundation:ore_fluid:5, Oil Sand
thermalfoundation:storage:0, Bloco de Cobre
thermalfoundation:storage:1, Bloco de Estanho
thermalfoundation:storage:2, Bloco de Prata
thermalfoundation:storage:3, Bloco de Chumbo
thermalfoundation:storage:4, Bloco de Alumínio
thermalfoundation:storage:5, Bloco de Níquel
thermalfoundation:storage:6, Bloco de Platina
thermalfoundation:storage:7, Bloco de Irído
thermalfoundation:storage:8, Bloco de Mithril
thermalfoundation:storage_alloy:0, Bloco de Aço
thermalfoundation:storage_alloy:1, Bloco de Electro
thermalfoundation:storage_alloy:2, Bloco de Invar
thermalfoundation:storage_alloy:3, Bloco de Bronze
thermalfoundation:storage_alloy:4, Bloco de Constantan
thermalfoundation:storage_alloy:5, Bloco de Signalo
thermalfoundation:storage_alloy:6, Bloco de Lúmio
thermalfoundation:storage_alloy:7, Bloco de Endério
thermalfoundation:storage_resource:0, Block of Charcoal
thermalfoundation:storage_resource:1, Block of Coal Coke
thermalfoundation:glass:0, Vidro de Chumbo com Cobre
thermalfoundation:glass:1, Vidro de Chumbo com Estanho
thermalfoundation:glass:2, Vidro de Chumbo com Prata
thermalfoundation:glass:3, Vidro de Chumbo
thermalfoundation:glass:4, Vidro de Chumbo com Alumínio
thermalfoundation:glass:5, Vidro de Chumbo com Níquel
thermalfoundation:glass:6, Vidro de Chumbo com Platina
thermalfoundation:glass:7, Vidro de Chumbo com Irídio
thermalfoundation:glass:8, Vidro de Chumbo com Mithril
thermalfoundation:glass_alloy:0, Vidro de Chumbo com Aço
thermalfoundation:glass_alloy:1, Vidro de Chumbo com Electro
thermalfoundation:glass_alloy:2, Vidro de Chumbo com Invar
thermalfoundation:glass_alloy:3, Vidro de Chumbo com Bronze
thermalfoundation:glass_alloy:4, Vidro de Chumbo com Constantan
thermalfoundation:glass_alloy:5, Vidro de Chumbo com Signalo
thermalfoundation:glass_alloy:6, Vidro de Chumbo com Lúmio
thermalfoundation:glass_alloy:7, Vidro de Chumbo com Endério
thermalfoundation:rockwool:0, Lã Rochosa (Preto)
thermalfoundation:rockwool:1, Lã Rochosa (Vermelho)
thermalfoundation:rockwool:2, Lã Rochosa (Verde)
thermalfoundation:rockwool:3, Lã Rochosa (Marrom)
thermalfoundation:rockwool:4, Lã Rochosa (Azul)
thermalfoundation:rockwool:5, Lã Rochosa (Roxo)
thermalfoundation:rockwool:6, Lã Rochosa (Ciano)
thermalfoundation:rockwool:7, Lã Rochosa (Cinza Claro)
thermalfoundation:rockwool:8, Lã Rochosa (Cinza)
thermalfoundation:rockwool:9, Lã Rochosa (Rosa)
thermalfoundation:rockwool:10, Lã Rochosa (Verde-limão)
thermalfoundation:rockwool:11, Lã Rochosa (Amarelo)
thermalfoundation:rockwool:12, Lã Rochosa (Azul Claro)
thermalfoundation:rockwool:13, Lã Rochosa (Lilás)
thermalfoundation:rockwool:14, Lã Rochosa (Laranjado)
thermalfoundation:rockwool:15, Lã Rochosa (Branco)
thermalfoundation:wrench:0, Chave Inglesa
thermalfoundation:meter:0, Multímetro
thermalfoundation:upgrade:0, Kit de Melhoria Endurecido
thermalfoundation:upgrade:1, Kit de Melhoria Reforçado
thermalfoundation:upgrade:2, Kit de Melhoria Signalo
thermalfoundation:upgrade:3, Kit de Melhoria Resonante
thermalfoundation:upgrade:33, Kit de Conversão Reforçado
thermalfoundation:upgrade:34, Kit de Conversão Signalo
thermalfoundation:upgrade:35, Kit de Conversão Resonante
thermalfoundation:upgrade:256, Kit de Conversão Criativo
thermalfoundation:security:0, Cadeado de Signalo
thermalfoundation:diagram_redprint, Diagrama Vermelho
thermalfoundation:tome_lexicon, Léxicon do Forge
thermalfoundation:tome_experience, Tomo do Conhecimento
thermalfoundation:coin:0, Moeda de Ferro
thermalfoundation:coin:1, Moeda de Ouro
thermalfoundation:coin:64, Moeda de Cobre
thermalfoundation:coin:65, Moeda de Estanho
thermalfoundation:coin:66, Moeda de Prata
thermalfoundation:coin:67, Moeda de Chumbo
thermalfoundation:coin:68, Moeda de Alumínio
thermalfoundation:coin:69, Moeda de Níquel
thermalfoundation:coin:70, Moeda de Platina
thermalfoundation:coin:71, Moeda de Irídio
thermalfoundation:coin:72, Moeda de Mithril
thermalfoundation:coin:96, Moeda de Aço
thermalfoundation:coin:97, Moeda de Electro
thermalfoundation:coin:98, Moeda de Invar
thermalfoundation:coin:99, Moeda de Bronze
thermalfoundation:coin:100, Moeda de Constantan
thermalfoundation:coin:101, Moeda de Signalo
thermalfoundation:coin:102, Moeda de Lúmio
thermalfoundation:coin:103, Moeda de Endério
thermalfoundation:fertilizer:0, Fito-Gosma
thermalfoundation:fertilizer:1, Fito-Gosma Enriquecida
thermalfoundation:fertilizer:2, Fito-Gosma Fluxada
thermalfoundation:bait:0, Comida Chinesa
thermalfoundation:bait:1, Comida Chinesa Enriquecida
thermalfoundation:bait:2, Comida Chinesa Fluxada
thermalfoundation:dye:0, Pigmento Preto
thermalfoundation:dye:1, Pigmento Vermelho
thermalfoundation:dye:2, Pigmento Verde
thermalfoundation:dye:3, Pigmento Marrom
thermalfoundation:dye:4, Pigmento Azul
thermalfoundation:dye:5, Pigmento Roxo
thermalfoundation:dye:6, Pigmento Ciano
thermalfoundation:dye:7, Pigmento Cinza Claro
thermalfoundation:dye:8, Pigmento Cinza
thermalfoundation:dye:9, Pigmento Rosa
thermalfoundation:dye:10, Pigmento Verde Claro
thermalfoundation:dye:11, Pigmento Amarelo
thermalfoundation:dye:12, Pigmento Azul Claro
thermalfoundation:dye:13, Pigmento Lilás
thermalfoundation:dye:14, Pigmento Laranjado
thermalfoundation:dye:15, Pigmento Branco
thermalfoundation:material:0, Ferro Pulverizado
thermalfoundation:material:1, Ouro Pulverizado
thermalfoundation:material:16, Pepita de Diamante
thermalfoundation:material:17, Pepita de Esmeralda
thermalfoundation:material:22, Engrenagem de Madeira
thermalfoundation:material:23, Engrenagem de Aço
thermalfoundation:material:24, Engrenagem de Ferro
thermalfoundation:material:25, Engrenagem de Ouro
thermalfoundation:material:26, Engrenagem de Diamante
thermalfoundation:material:27, Engrenagem de Esmeralda
thermalfoundation:material:32, Placa de Ferro
thermalfoundation:material:33, Placa de Ouro
thermalfoundation:material:64, Cobre Pulverizado
thermalfoundation:material:65, Estanho Pulverizado
thermalfoundation:material:66, Prata Pulverizada
thermalfoundation:material:67, Chumbo Pulverizado
thermalfoundation:material:68, Alumínio Pulverizado
thermalfoundation:material:69, Níquel Pulverizado
thermalfoundation:material:70, Platina Pulverizada
thermalfoundation:material:71, Irídio Pulverizado
thermalfoundation:material:72, Mithril Pulverizado
thermalfoundation:material:96, Mistura de Aço
thermalfoundation:material:97, Mistura de Electro
thermalfoundation:material:98, Mistura de Invar
thermalfoundation:material:99, Mistura de Bronze
thermalfoundation:material:100, Mistura de Constantan
thermalfoundation:material:101, Mistura de Signalo
thermalfoundation:material:102, Mistura de Lúmio
thermalfoundation:material:103, Mistura de Endério
thermalfoundation:material:128, Lingote de Cobre
thermalfoundation:material:129, Lingote de Estanho
thermalfoundation:material:130, Lingote de Prata
thermalfoundation:material:131, Lingote de Chumbo
thermalfoundation:material:132, Lingote de Alumínio
thermalfoundation:material:133, Lingote de Níquel
thermalfoundation:material:134, Lingote de Platina
thermalfoundation:material:135, Lingote de Irídio
thermalfoundation:material:136, Lingote de Mithril
thermalfoundation:material:160, Lingote de Aço
thermalfoundation:material:161, Lingote de Electro
thermalfoundation:material:162, Lingote de Invar
thermalfoundation:material:163, Lingote de Bronze
thermalfoundation:material:164, Lingote de Constantan
thermalfoundation:material:165, Lingote de Signalo
thermalfoundation:material:166, Lingote de Lúmio
thermalfoundation:material:167, Lingote de Endério
thermalfoundation:material:192, Pepita de Cobre
thermalfoundation:material:193, Pepita de Estanho
thermalfoundation:material:194, Pepita de Prata
thermalfoundation:material:195, Pepita de Chumbo
thermalfoundation:material:196, Pepita de Alumínio
thermalfoundation:material:197, Pepita de Níquel
thermalfoundation:material:198, Pepita de Platina
thermalfoundation:material:199, Pepita de Irídio
thermalfoundation:material:200, Pepita de Mithril
thermalfoundation:material:224, Pepita de Aço
thermalfoundation:material:225, Pepita de Electro
thermalfoundation:material:226, Pepita de Invar
thermalfoundation:material:227, Pepita de Bronze
thermalfoundation:material:228, Pepita de Constantan
thermalfoundation:material:229, Pepita de Signalo
thermalfoundation:material:230, Pepita de Lúmio
thermalfoundation:material:231, Pepita de Endério
thermalfoundation:material:256, Engrenagem de Cobre
thermalfoundation:material:257, Engrenagem de Estanho
thermalfoundation:material:258, Engrenagem de Prata
thermalfoundation:material:259, Engrenagem de Chumbo
thermalfoundation:material:260, Engrenagem de Alumínio
thermalfoundation:material:261, Engrenagem de Níquel
thermalfoundation:material:262, Engrenagem de Platina
thermalfoundation:material:263, Engrenagem de Irídio
thermalfoundation:material:264, Engrenagem de Mithril
thermalfoundation:material:288, Engrenagem de Aço
thermalfoundation:material:289, Engrenagem de Electro
thermalfoundation:material:290, Engrenagem de Invar
thermalfoundation:material:291, Engrenagem de Bronze
thermalfoundation:material:292, Engrenagem de Constantan
thermalfoundation:material:293, Engrenagem de Signalo
thermalfoundation:material:294, Engrenagem de Lúmio
thermalfoundation:material:295, Engrenagem de Endério
thermalfoundation:material:320, Placa de Cobre
thermalfoundation:material:321, Placa de Estanho
thermalfoundation:material:322, Placa de Prata
thermalfoundation:material:323, Placa de Chumbo
thermalfoundation:material:324, Placa de Alumínio
thermalfoundation:material:325, Placa de Níquel
thermalfoundation:material:326, Placa de Platina
thermalfoundation:material:327, Placa de Irídio
thermalfoundation:material:328, Placa de Mithril
thermalfoundation:material:352, Placa de Aço
thermalfoundation:material:353, Placa de Electro
thermalfoundation:material:354, Placa de Invar
thermalfoundation:material:355, Placa de Bronze
thermalfoundation:material:356, Placa de Constantan
thermalfoundation:material:357, Placa de Signalo
thermalfoundation:material:358, Placa de Lúmio
thermalfoundation:material:359, Placa de Endério
thermalfoundation:material:512, Servo de Redstone
thermalfoundation:material:513, Bobina de Recepção de Redstone
thermalfoundation:material:514, Bobina de Transmissão de Redstone
thermalfoundation:material:515, Bobina Condutiva de Redstone
thermalfoundation:material:640, Caixa de Ferramentas
thermalfoundation:material:656, Cabeça de Broca
thermalfoundation:material:657, Lâmina de Serra
thermalfoundation:material:768, Carvão Pulverizado
thermalfoundation:material:769, Carvão Vegetal Pulverizado
thermalfoundation:material:770, Obsidiana Pulverizada
thermalfoundation:material:771, Enxofre
thermalfoundation:material:772, Salitre
thermalfoundation:material:800, Serragem
thermalfoundation:material:801, Serragem Comprimida
thermalfoundation:material:802, Carvão Coque
thermalfoundation:material:816, Biomassa em Pó
thermalfoundation:material:817, Biomassa em Pó Rica
thermalfoundation:material:818, Bio-Mistura em Pó
thermalfoundation:material:819, Bio-Mistura em Pó Rica
thermalfoundation:material:832, Colofônia
thermalfoundation:material:833, Alcatrão
thermalfoundation:material:864, Escória
thermalfoundation:material:865, Escória Enriquecida
thermalfoundation:material:866, Cinábrio
thermalfoundation:material:892, Betume
thermalfoundation:material:893, Clatrato Desestabilizado
thermalfoundation:material:894, Clatrato Estabilizado
thermalfoundation:material:895, Clatrato Resonante
thermalfoundation:material:1024, Pó de Piróteum
thermalfoundation:material:1025, Pó de Crióteum
thermalfoundation:material:1026, Pó de Aeróteum
thermalfoundation:material:1027, Pó de Petróteum
thermalfoundation:material:1028, Pó de Mithril
thermalfoundation:material:2048, Vara Congelante
thermalfoundation:material:2049, Pó Gelado
thermalfoundation:material:2050, Vara Luminosa
thermalfoundation:material:2051, Pó Luminoso
thermalfoundation:material:2052, Vara Tectônica
thermalfoundation:material:2053, Pó Tectônico
thermalfoundation:geode:0, Geodo
thermalfoundation:armor.helmet_copper, Elmo de Cobre
thermalfoundation:armor.plate_copper, Armadura de Cobre
thermalfoundation:armor.legs_copper, Calças de Cobre
thermalfoundation:armor.boots_copper, Botas de Cobre
thermalfoundation:armor.helmet_tin, Elmo de Estanho
thermalfoundation:armor.plate_tin, Armadura de Estanho
thermalfoundation:armor.legs_tin, Calças de Estanho
thermalfoundation:armor.boots_tin, Botas de Estanho
thermalfoundation:armor.helmet_silver, Elmo de Prata
thermalfoundation:armor.plate_silver, Armadura de Prata
thermalfoundation:armor.legs_silver, Calças de Prata
thermalfoundation:armor.boots_silver, Botas de Prata
thermalfoundation:armor.helmet_lead, Elmo de Chumbo
thermalfoundation:armor.plate_lead, Armadura de Chumbo
thermalfoundation:armor.legs_lead, Calças de Chumbo
thermalfoundation:armor.boots_lead, Botas de Chumbo
thermalfoundation:armor.helmet_aluminum, Elmo de Alumínio
thermalfoundation:armor.plate_aluminum, Armadura de Alumínio
thermalfoundation:armor.legs_aluminum, Calças de Alumínio
thermalfoundation:armor.boots_aluminum, Botas de Alumínio
thermalfoundation:armor.helmet_nickel, Elmo de Níquel
thermalfoundation:armor.plate_nickel, Armadura de Níquel
thermalfoundation:armor.legs_nickel, Calças de Níquel
thermalfoundation:armor.boots_nickel, Botas de Níquel
thermalfoundation:armor.helmet_platinum, Elmo de Platina
thermalfoundation:armor.plate_platinum, Armadura de Platina
thermalfoundation:armor.legs_platinum, Calças de Platina
thermalfoundation:armor.boots_platinum, Botas de Platina
thermalfoundation:armor.helmet_steel, Elmo de Aço
thermalfoundation:armor.plate_steel, Armadura de Aço
thermalfoundation:armor.legs_steel, Calças de Aço
thermalfoundation:armor.boots_steel, Botas de Aço
thermalfoundation:armor.helmet_electrum, Elmo de Electro
thermalfoundation:armor.plate_electrum, Armadura de Electro
thermalfoundation:armor.legs_electrum, Calças de Electro
thermalfoundation:armor.boots_electrum, Botas de Electro
thermalfoundation:armor.helmet_invar, Elmo de Invar
thermalfoundation:armor.plate_invar, Armadura de Invar
thermalfoundation:armor.legs_invar, Calças de Invar
thermalfoundation:armor.boots_invar, Botas de Invar
thermalfoundation:armor.helmet_bronze, Elmo de Bronze
thermalfoundation:armor.plate_bronze, Armadura de Bronze
thermalfoundation:armor.legs_bronze, Calças de Bronze
thermalfoundation:armor.boots_bronze, Botas de Bronze
thermalfoundation:armor.helmet_constantan, Elmo de Constantan
thermalfoundation:armor.plate_constantan, Armadura de Constantan
thermalfoundation:armor.legs_constantan, Calças de Constantan
thermalfoundation:armor.boots_constantan, Botas de Constantan
thermalfoundation:tool.sword_copper, Espada de Cobre
thermalfoundation:tool.shovel_copper, Pá de Cobre
thermalfoundation:tool.pickaxe_copper, Picareta de Cobre
thermalfoundation:tool.axe_copper, Machado de Cobre
thermalfoundation:tool.hoe_copper, Enxada de Cobre
